개체1,액션1,감정1,"URL(공포,놀람,분노,슬픔,중립,행복,혐오)",,,,,,,,
"강아지,개,시무룩,좌절",힘빠지,중립,https://jjalbang.today/files/jjalbox/2015/03/92_55169b1caad75_2859.jpg,,,,,,,,
"변우민,고생,거지,거지꼴","집나가면 개고생,집나가면개고생",,https://jjalbang.today/files/jjalbox/2015/04/20150418_55322b61acdd7.jpg,,,,,,,,
"약속,다이어트,돼지",뚱뚱,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d31160a255d.jpg,,,,,,,,
"시무룩,좌절,미생",힘빠지,슬픔,https://jjalbang.today/files/jjalbox/2015/03/92_55169b1550683_2865.jpg,,,,,,,,
"박명수,지침,한계점",지치,,https://jjalbang.today/files/jjalbox/2015/03/92_55169f000fad7_1876.jpg,,,,,,,,
"분노조절장애,분노,화난,화남,대륙,꼬마",빡침,"분노,혐오",https://jjalbang.today/files/jjalbox/2021/06/20210629_60daccbeef251.gif,,,,,,,,
"아가리,침묵",,,https://jjalbang.today/files/jjalbox/2021/10/20211005_615bedefdfce1.jpg,,,,,,,,
"평온,멘붕,멘탈붕괴,좌절,개리",,중립,https://jjalbang.today/files/jjalbox/2015/03/92_55169be741071_2750.jpg,,,,,,,,
"고양이,냥,꼬리",모르,중립,https://jjalbang.today/files/jjalbox/2016/07/20160714_57876f84e4f83.gif,,,,,,,,
"친구비,친구비용",,,https://jjalbang.today/files/jjalbox/2021/10/20211007_615ea40d21776.jpg,,,,,,,,
"팬더,판다",쓸쓸,,https://jjalbang.today/files/jjalbox/2015/03/92_55169f006d903_1875.jpg,,,,,,,,
"홍준표,홍카콜라",놀라,,https://jjalbang.today/files/jjalbox/2021/10/20211013_6167682041921.gif,,,,,,,,
"류현진,좌절,투수,야구,한화",어이없,,https://jjalbang.today/files/jjalbox/2015/03/92_55169f0d33e26_1851.jpg,,,,,,,,
"칭찬,박수,차두리,축구",잘,,https://jjalbang.today/files/jjalbox/2015/03/101_5516a0272f1f9_2131.jpg,,,,,,,,
"홍준표,홍카콜라",시무룩,,https://jjalbang.today/files/jjalbox/2021/10/20211013_61676829eeb9c.gif,,,,,,,,
"엄지,축구,박주영,따봉",,중립,https://jjalbang.today/files/jjalbox/2015/03/101_5516a01ed56d0_2535.jpg,,,,,,,,
"춤,신남",흥겹,행복,https://jjalbang.today/files/jjalbox/2021/10/20211019_616ed805bad69.gif,,,,,,,,
"개비스콘,해소,스트레스,만능짤",답답,,https://jjalbang.today/files/jjalbox/2021/11/20211103_61823a4fbac8b.gif,,,,,,,,
"김연아,웃음","흐믓,즐겁",행복,https://jjalbang.today/files/jjalbox/2015/09/20150916_55f94674648eb.gif,,,,,,,,
"전광렬,회식","즐겁,춤추",,https://jjalbang.today/files/jjalbox/2016/09/20160902_57c928e72bf3d.jpg,,,,,,,,
"포켓몬스터,피카추,꼬부기","춤추,신나",행복,https://jjalbang.today/files/jjalbox/2017/12/20171231_5a4883dcd3be9.gif,,,,,,,,
"유재석,몰입,저질춤",춤추,,https://jjalbang.today/files/jjalbox/2015/12/20151201_565cc251c7425.gif,,,,,,,,
"싸대기,공부,뺨",,분노,https://jjalbang.today/files/jjalbox/2021/12/20211227_61c96670b80e3.jpg,,,,,,,,
"정우성,리포터,생수,신고은","물먹,반하",,https://jjalbang.today/files/jjalbox/2016/07/20160714_5786faf8e58ec.gif,,,,,,,,
"김연아,인터뷰,중국,피겨,올림픽",황당,,https://jjalbang.today/files/jjalbox/2015/03/87_55169d42b7c73_2638.jpg,,,,,,,,
"인터뷰,이승희,약사,영양제,방송,KBS",,,https://jjalbang.today/files/jjalbox/2021/06/20210625_60d545b075802.jpg,,,,,,,,
"머슴,조선,눈",보,,https://jjalbang.today/files/jjalbox/2021/06/20210605_60bb4d4cc4f39.jpg,,,,,,,,
"의리,개그우먼,tvN,패러디",,,https://jjalbang.today/files/jjalbox/2015/03/100_5516a3cea79c9_2061.jpg,,,,,,,,
"인터뷰,여고생,한국사,수능,박혜진",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f6bd8803e.jpg,,,,,,,,
"역대급,레전드,빙판길,KBS,겨울,얼음,여자","꽈당,넘어지",,https://jjalbang.today/files/jjalbox/2017/12/20171220_5a3a61663e437.gif,,,,,,,,
"박대기,기자,대설,눈,KBS,대설주의보",,,https://jjalbang.today/files/jjalbox/2021/06/20210629_60dabb39928cf.jpg,,,,,,,,
"인터뷰,대학생,반값,공약,KBS",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f756a459e.jpg,,,,,,,,
"분노,화,짜증,SBS,드라마,표정,조필연,자이언트,정보석",,,https://jjalbang.today/files/jjalbox/2015/03/85_55169c80de36c_2572.jpg,,,,,,,,
"방송사고,SBS,아나운서,당황",,,https://jjalbang.today/files/jjalbox/2018/01/20180103_5a4c0a201fd74.gif,,,,,,,,
"인터뷰,안영규,갓영규,SBS,여름,부채,여자친구,귀성,연휴",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f7f5807ff.gif,,,,,,,,
"인터뷰,인천,SBS,꽃구경",쌀쌀,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f6e1bab9d.jpg,,,,,,,,
"인터뷰,SBS,벼룩시장,시장",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f783b164f.png,,,,,,,,
"뉴스,MBC","버릇없이,툭,튀어나오",,https://jjalbang.today/files/jjalbox/2015/04/20150406_55225f5b63270.jpg,,,,,,,,
"이명박,쓰레기,MB,대통령,사기꾼,언론,파괴자,비판,뱀,혓바닥,명박이,다스,뉴스타파","망치,낼름",,https://jjalbang.today/files/jjalbox/2017/12/20171212_5a2e9ecc0ac8f.gif,,,,,,,,
"인터뷰,소주가격,인상,술값,마트,MBC",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f73639c23.jpg,,,,,,,,
"인터뷰,대학생,감청,논란,명예훼손,MBC",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f7115e46f.png,,,,,,,,
"날씨,인터뷰,레전드","끈적끈적,너무,힘들",,https://jjalbang.today/files/jjalbox/2016/09/20160918_57de0bac84526.png,,,,,,,,
"인생짤,홍진호,인터뷰,스타,프로게이머,2,홍진호,콩,콩진호,레전드",,,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b447f33b6dc.gif,,,,,,,,
"인터뷰,이세돌,알파고,걸그룹,관심,화색,웃음,기분,아재",좋,,https://jjalbang.today/files/jjalbox/2018/01/20180110_5a56258fc7cd4.jpg,,,,,,,,
"위기탈출녀,물,추억,인터뷰,감전,황당 답변,황당답변",,,https://jjalbang.today/files/jjalbox/2016/09/20160918_57de0b00b0aa4.jpg,,,,,,,,
"인터뷰,김무성,눈동자,뉴스룸,거짓말,새누리당,한나라당,자유당,쓰레기",,,https://jjalbang.today/files/jjalbox/2017/12/20171217_5a35d5af140cb.gif,,,,,,,,
"인터뷰,김병현,만화","그냥,보",,https://jjalbang.today/files/jjalbox/2015/06/20150629_5590ff218aa5d.gif,,,,,,,,
"인터뷰,서강준",잘생기,,https://jjalbang.today/files/jjalbox/2016/08/20160812_57ad95c7d29e8.gif,,,,,,,,
"인터뷰,김연아","황당,뭐",,https://jjalbang.today/files/jjalbox/2015/03/87_55169d46923c6_2506.png,,,,,,,,
"인터뷰,농구,누구,어디","지루,여기",,https://jjalbang.today/files/jjalbox/2015/03/88_55169dc907bec_1420.jpg,,,,,,,,
"인터뷰,면접,지하철,지각,우왕좌왕",,,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d311c4d05cf.jpg,,,,,,,,
"한가인,레전드,여고생,여고시절,리즈,학원,인터뷰",,,https://jjalbang.today/files/jjalbox/2021/06/20210629_60dabc1cb8734.gif,,,,,,,,
"인터뷰,신설동,건조,날씨,물,노력","많이,마시",,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f8f642d22.gif,,,,,,,,
"인터뷰,방이동,대학생,YTN,움짤","되,무척,떨리,설레",,https://jjalbang.today/files/jjalbox/2021/06/20210623_60d2f85be9eb0.gif,,,,,,,,
"마지막 키스,오징어,맹승지,인터뷰,박명수,무도,무한도전",못생기,,https://jjalbang.today/files/jjalbox/2021/09/20210923_614c20afa9f58.jpg,,,,,,,,
"런닝맨,거짓말,뒤통수,정웅인,표정",죽이,분노,https://jjalbang.today/files/jjalbox/2015/03/85_55169b977e65f_2780.jpg,,,,,,,,
"김민정,런닝맨,유재석,터치,여우,애교",끼,,https://jjalbang.today/files/jjalbox/2015/04/20150409_5525eedc16667.gif,,,,,,,,
"혀,혓바닥,송지효,런닝맨","내밀,메롱,낼름",,https://jjalbang.today/files/jjalbox/2018/01/20180111_5a56caf66063d.gif,,,,,,,,
"광수,기린,싸다구,런닝맨,뺨","싸대,촵,갈기,닥치",,https://jjalbang.today/files/jjalbox/2017/01/20170124_5886f1a28b62b.jpg,,,,,,,,
"최대,위기,김민정,애교,택시,스킨십,유재석,무한도전,움짤,유느님,런닝맨",,,https://jjalbang.today/files/jjalbox/2015/12/20151201_565cc205a2da8.gif,,,,,,,,
"이광수,당황,런닝맨","황당,어이없",,https://jjalbang.today/files/jjalbox/2016/08/20160819_57b5f3aaaf4f9.png,,,,,,,,
"광수,런닝맨,기린,계란,머리,장면","믿,않,황당,맞",,https://jjalbang.today/files/jjalbox/2017/01/20170124_5886ecdbb62b7.jpg,,,,,,,,
"런닝맨,광수,고래,필요,카메라,관광,미션,이광수","미천,찍,없",,https://jjalbang.today/files/jjalbox/2017/12/20171211_5a2e6389f4195.jpg,,,,,,,,
"발차기,광수,런닝맨,지효,제정신,송지효,런닝맨","닥치,그만",분노,https://jjalbang.today/files/jjalbox/2016/05/20160509_57306f8c4efd2.gif,,,,,,,,
"손예진,런닝맨,웃음,빵",터지,,https://jjalbang.today/files/jjalbox/2015/03/96_5516a20cac594_2363.gif,,,,,,,,
"런닝맨,광수","진짜,미치","혐오,분노",https://jjalbang.today/files/jjalbox/2015/03/87_55169d7cddad4_1239.jpg,,,,,,,,
"스트레스,런닝맨,개리,스트래스,화,짜증",,분노,https://jjalbang.today/files/jjalbox/2015/03/85_55169be69e34c_2749.gif,,,,,,,,
"런닝맨,광수,화남,표정",심,분노,https://jjalbang.today/files/jjalbox/2015/04/20150402_551d43e940fa1.jpg,,,,,,,,
"놀람,표정,런닝맨,송지효,당황",황당,,https://jjalbang.today/files/jjalbox/2015/03/89_55169e3917b5b_1570.jpg,,,,,,,,
"왕코,런닝맨,화나,짜증",열받,,https://jjalbang.today/files/jjalbox/2017/01/20170124_5886f172d68cb.jpg,,,,,,,,
"문채원,레전드,런닝맨,웃음,애교,이승기","예쁘,귀엽",,https://jjalbang.today/files/jjalbox/2018/08/20180827_5b8357f482947.gif,,,,,,,,
"화남,런닝맨,화나,짜증나","황당,열받",,https://jjalbang.today/files/jjalbox/2018/02/20180202_5a7345f30c851.jpg,,,,,,,,
"런닝맨,광수,짜증,화남,표정",,,https://jjalbang.today/files/jjalbox/2015/04/20150402_551d42744f5ae.jpg,,,,,,,,
"뚱땡이,런닝맨,보살,문희준,김종국",내려오,,https://jjalbang.today/files/jjalbox/2015/04/20150405_5520dab60498b.png,,,,,,,,
"런닝맨,손예진,엘리베이터",,,https://jjalbang.today/files/jjalbox/2015/03/96_5516a07846a4a_2472.gif,,,,,,,,
"스태프,멘탈붕괴,놀람,런닝맨,멘붕,멘탈","깜놀,나가",,https://jjalbang.today/files/jjalbox/2015/03/92_55169f1cc307c_1820.jpg,,,,,,,,
"꼴값,런닝맨,광수,유재석",떨고 있,,https://jjalbang.today/files/jjalbox/2020/10/20201016_5f89c1c881d72.gif,,,,,,,,
"류현진,런닝맨","부끄럽,부끄",,https://jjalbang.today/files/jjalbox/2015/03/94_55169f8ac7e9e_1901.jpg,,,,,,,,
"런닝맨,광수,진상",,,https://jjalbang.today/files/jjalbox/2021/06/20210629_60dacc14f3efd.jpg,,,,,,,,
"유재석,광수,런닝맨,싸다구","싸대,치",,https://jjalbang.today/files/jjalbox/2021/11/20211102_6180d38854157.gif,,,,,,,,
"런닝맨,유재석,벌레","잡,죄송",,https://jjalbang.today/files/jjalbox/2021/10/20211029_617bb9dde5f44.gif,,,,,,,,
"짜증,김구라,라디오스타,인상,잡소리","싫,뚱하,떫,닥쳐,애잔",,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b42ad9eba28.jpg,,,,,,,,
"차오루,라디오스타,눈물,놀림","울,못생기",,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b42dd77b41a.jpg,,,,,,,,
"박진영,주장,논리,쓰레기통,라디오스타,과거,후회",버리,,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b43e3d7be1c.jpg,,,,,,,,
"고맙습니다,반어법,화남,화나,안정환,라디오스타","열받,좋",,https://jjalbang.today/files/jjalbox/2016/08/20160818_57b5175c60550.jpg,,,,,,,,
"김구라,차태현,라스,라디오스타,구멍,손가락,장난",,,https://jjalbang.today/files/jjalbox/2017/12/20171229_5a4515145f7d9.gif,,,,,,,,
"홍진경,라디오스타,농담,당황","정말,아니,빡,황당",,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b3fe4e319a8.jpg,,,,,,,,
"강지영,라디오스타,눈물,카라",없,,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b43ddec47f1.jpg,,,,,,,,
"볼,김국진,라디오스타","부,부끄럽,빨개지",,https://jjalbang.today/files/jjalbox/2015/03/94_55169f888a1ef_1903.jpg,,,,,,,,
"칭찬,김영철,특급,칭찬,라디오스타,패러디,김희애,짤방",,,https://jjalbang.today/files/jjalbox/2015/03/101_5516a0355fbdd_2109.jpg,,,,,,,,
"아름다운 세상,세상,김국진,칭찬,라디오스타","좋,좋아하",행복,https://jjalbang.today/files/jjalbox/2015/03/101_5516a021c425d_2136.jpg,,,,,,,,
"안정환,단호박,라디오스타,법정","단호,가,그만",,https://jjalbang.today/files/jjalbox/2016/08/20160818_57b5172f25df7.jpg,,,,,,,,
"여자,라디오스타,눈빛",그윽,,https://jjalbang.today/files/jjalbox/2015/04/20150402_551cd7c9656c2.jpg,,,,,,,,
"박명수,라디오스타",싫,,https://jjalbang.today/files/jjalbox/2016/09/20160901_57c7cf287cf68.jpg,,,,,,,,
"전진,라디오스타,인생,쫑",닥치,,https://jjalbang.today/files/jjalbox/2017/08/20170823_599d1d2a9ca89.jpg,,,,,,,,
"규현,라디오스타,화남,화","버럭,왜,이렇",,https://jjalbang.today/files/jjalbox/2016/08/20160812_57ad6dfd87cc3.png,,,,,,,,
"짜증,화,라스,라디오스타,장동민,화남",떠들,분노,https://jjalbang.today/files/jjalbox/2015/03/20150330_5518f80e5f827.jpg,,,,,,,,
"쓰레기,소리,짜증,화남,화나,라디오스타","하,말",분노,https://jjalbang.today/files/jjalbox/2018/09/20180922_5ba5cfbe3dfba.jpg,,,,,,,,
"장난,라디오스타",,,https://jjalbang.today/files/jjalbox/2015/03/88_55169dc7a9b36_1417.jpg,,,,,,,,
"말장난,라디오스타,흙",푸,,https://jjalbang.today/files/jjalbox/2016/09/20160901_57c7cc8e7deab.jpg,,,,,,,,
"의리,김보성,라디오스타",아니,,https://jjalbang.today/files/jjalbox/2015/03/100_5516a3c50215c_2074.jpg,,,,,,,,
"조세호,양배추,부정,부인,라스,라디오스타,발악","아니,아니야",,https://jjalbang.today/files/jjalbox/2021/06/20210608_60bf87355ee9e.jpg,,,,,,,,
"촛불,야구,방망이,한방,라디오스타,김국진,전설,박력,파워,스윙","끌,풀",,https://jjalbang.today/files/jjalbox/2020/10/20201012_5f84076225901.gif,,,,,,,,
"문화,충격,문화충격,라디오스타",,,https://jjalbang.today/files/jjalbox/2015/03/87_55169d4bc999a_2500.jpg,,,,,,,,
라디오스타,웃기,중립,https://jjalbang.today/files/jjalbox/2015/03/86_55169d112ae0b_1146.jpg,,,,,,,,
"김구라,라스,라디오스타","한심,애잔,떨떠름,못마땅",중립,https://jjalbang.today/files/jjalbox/2021/06/20210607_60bd87d19c1eb.jpg,,,,,,,,
"황정민,드루,일루,컴온,신세계,영화",,,https://jjalbang.today/files/jjalbox/2016/08/20160812_57adcaab2d38c.gif,,,,,,,,
"싸다구,한방,폭력,영화,내부자들,이경영","싸대,풀",,https://jjalbang.today/files/jjalbox/2018/01/20180122_5a659a17cfddc.gif,,,,,,,,
"칭찬,박수,레오나르도 디카프리오,디카프리오,영화,헐리우드","잘,좋",,https://jjalbang.today/files/jjalbox/2017/12/20171211_5a2e1a7378396.gif,,,,,,,,
"최민식,영화,악마를 보았다,악마,명대사,명장면","좋아하,보",,https://jjalbang.today/files/jjalbox/2018/06/20180620_5b29c7c276982.png,,,,,,,,
"영화,신세계,담배,날씨,좋은 날","가,괜찮,죽,딱",,https://jjalbang.today/files/jjalbox/2019/04/20190402_5ca2c2eb432ce.gif,,,,,,,,
"영화,신세계,나가리,낚시터,끝,명대사,최민식",망하,,https://jjalbang.today/files/jjalbox/2019/01/20190124_5c49786b88386.jpg,,,,,,,,
"변명,실미도,총,소총,군인,영화,설경구","비겁,하",,https://jjalbang.today/files/jjalbox/2015/04/20150406_5521e6895bd03.png,,,,,,,,
"영화,욕,자막,짜증,개새끼,미친놈,짜증,화남",,,https://jjalbang.today/files/jjalbox/2015/04/20150411_552925af15449.jpg,,,,,,,,
"화남,폭력,이소룡,주먹질,주먹,짜증,화나,영화,쿵후","때리,열받",,https://jjalbang.today/files/jjalbox/2016/07/20160718_578cb680112df.gif,,,,,,,,
"이병헌,내부자들,영화,손절,주식,비트코인",,,https://jjalbang.today/files/jjalbox/2017/12/20171218_5a3772b723c79.jpg,,,,,,,,
"쏘우,직쏘,게임을 시작하지,게임을시작하지,영화",,,https://jjalbang.today/files/jjalbox/2015/04/20150423_553897010f404.jpg,,,,,,,,
"신세계,영화,담배,명장면",괜찮,,https://jjalbang.today/files/jjalbox/2017/02/20170209_589bfda503131.gif,,,,,,,,
"영화,바람,양아치,손가락",,,https://jjalbang.today/files/jjalbox/2015/03/95_55169fab89a42_1959.jpg,,,,,,,,
"영화,움짤,바람,투자,주식,비트코인,주문,토토,투자",가즈아,,https://jjalbang.today/files/jjalbox/2017/12/20171217_5a3611f648c90.gif,,,,,,,,
"안습,짜증,영화,노인,그랜토리노,클린트,이스트우드,벌레","황당,한심",슬픔,https://jjalbang.today/files/jjalbox/2016/02/20160217_56c3cf5aa7f0e.gif,,,,,,,,
"인생,눈물,이병헌,영화,장면",달콤,,https://jjalbang.today/files/jjalbox/2019/04/20190402_5ca2c2ca4f88e.gif,,,,,,,,
"도움,왈도체,영화",,,https://jjalbang.today/files/jjalbox/2015/04/20150406_5522603a40c38.jpg,,,,,,,,
"싸움의 기술,영화,싸움의기술,피똥,백윤식",,,https://jjalbang.today/files/jjalbox/2016/10/20161011_57fc9a99c3ec8.jpg,,,,,,,,
"성룡,영화,엿,ㅗ,욕,박규,뻑큐,취권",,,https://jjalbang.today/files/jjalbox/2015/03/85_55169ca131fad_1070.jpg,,,,,,,,
"화나,마동석,짜증,화남,노리개,영화","말리,말,열받",분노,https://jjalbang.today/files/jjalbox/2015/03/85_55169c23f05f7_2680.jpg,,,,,,,,
"바람,영화,정우",울,슬픔,https://jjalbang.today/files/jjalbox/2015/03/93_55169f6dd7ebc_2369.jpg,,,,,,,,
"이병헌,내부자들,영화,라면,레전드,명장면,먹방",뜨겁,,https://jjalbang.today/files/jjalbox/2017/12/20171218_5a3781419c531.gif,,,,,,,,
"하정우,먹방,김,영화,황해",먹,,https://jjalbang.today/files/jjalbox/2015/03/108_55169bd9520b3_2762.jpg,,,,,,,,
"친절한 금자씨,영화,명대사,이영애","잘,닥치",,https://jjalbang.today/files/jjalbox/2017/12/20171220_5a39fdced3197.jpg,,,,,,,,
"이병헌,김영철,달콤한 인생,모욕감,명대사",,,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc13066b0a3.gif,,,,,,,,
"타짜,아귀,화투,영화,예림이,장,예림,호구,패",보,,https://jjalbang.today/files/jjalbox/2015/04/20150401_551bad5c24659.jpg,,,,,,,,
"람보,기관총,총,영화","쏘,죽,없",분노,https://jjalbang.today/files/jjalbox/2015/04/20150409_5525e2fb78cf2.jpg,,,,,,,,
"하와이,영화,친구,장동건,명대사",,중립,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc1368b7170.gif,,,,,,,,
"칭찬,박수,차승원,영화",,,https://jjalbang.today/files/jjalbox/2015/03/101_5516a02a57eeb_2127.gif,,,,,,,,
"레전드,영화,??",,,https://jjalbang.today/files/jjalbox/2015/03/87_55169d565acf8_1303.jpg,,,,,,,,
"커플,솔로,테이큰,전화,영화,taken,리암 니슨","찾,죽",,https://jjalbang.today/files/jjalbox/2015/03/90_55169e741ca9f_2657.jpg,,,,,,,,
"김윤석,지랄,어이상실,담배,영화,빗소리 ,개소리","황당,어이없",,https://jjalbang.today/files/jjalbox/2017/01/20170131_58902632599d8.gif,,,,,,,,
"먹방,하정우,영화,황해,고기,닭고기",먹,,https://jjalbang.today/files/jjalbox/2015/03/108_55169bd7b8201_2768.gif,,,,,,,,
"서부,영화,카우보이,노답","절레절레,절레,답이없다",,https://jjalbang.today/files/jjalbox/2017/12/20171206_5a27d1906528a.gif,,,,,,,,
"돈,마약왕,송강호,영화,돈,뿌리",,,https://jjalbang.today/files/jjalbox/2019/01/20190114_5c3c8c16b49cd.gif,,,,,,,,
"고백,영화,손예진,정우성,소주,한잔,머리속,지우개","사귀,",,https://jjalbang.today/files/jjalbox/2019/01/20190120_5c435ed437b55.gif,,,,,,,,
"라면,내부자들,영화,먹방,이병헌,젓가락",먹,,https://jjalbang.today/files/jjalbox/2016/08/20160817_57b4646b7defe.gif,,,,,,,,
"미만잡,정우성,비트,오토바이,호구,바이크,헬멧,영화",잘생기,,https://jjalbang.today/files/jjalbox/2016/07/20160714_5787704c46092.gif,,,,,,,,
"영화,타짜,아귀,정마담,고니,밑장빼기,예림이,호구,해머",,,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc13a7ac45c.gif,,,,,,,,
"범죄도시,마동석,형사,조폭,영화",때리,,https://jjalbang.today/files/jjalbox/2017/12/20171229_5a450a921dc97.jpg,,,,,,,,
"김윤석,돼지뼈,황해,영화",떄리,,https://jjalbang.today/files/jjalbox/2018/02/20180202_5a734678e3d30.jpg,,,,,,,,
"영화,활,활쏘기,추격,최종병기 활,류승룡",잡,,https://jjalbang.today/files/jjalbox/2015/04/20150403_551e65b253ba8.jpg,,,,,,,,
"콘스탄틴,ㅗ,뻑큐,가운데,욕,천국,악마,영화",,중립,https://jjalbang.today/files/jjalbox/2016/11/20161130_583da7b1c5d0c.gif,,,,,,,,
"스티븐 시걸,총,액션,영화,권총",,,https://jjalbang.today/files/jjalbox/2015/08/20150818_55d20c84b75e0.jpg,,,,,,,,
"이병헌,영화,욕,씨발놈,ㅅㅂ,ㅆㅂㄴㅁ,ㅆㅂ,내부자들",,,https://jjalbang.today/files/jjalbox/2018/09/20180927_5bac4d84d7415.gif,,,,,,,,
"영화,올드보이,최민식,누구,너",,놀람,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc146fcfd27.gif,,,,,,,,
"내부자들,국민,개,돼지,이강희,영화,개돼지","짖,조용",,https://jjalbang.today/files/jjalbox/2016/04/20160404_5701dc44106fa.jpg,,,,,,,,
"우아한 세계,세계,송강호,물벼락,물,영화","우아,닥치",,https://jjalbang.today/files/jjalbox/2015/04/20150402_551cd8a6eb193.jpg,,,,,,,,
"악마를보았다,악마를 보았다,영화,최민식,살인자,살인",,중립,https://jjalbang.today/files/jjalbox/2018/09/20180927_5bac4f495aa35.png,,,,,,,,
"멱살,임창정,스카우트,영화,어쩌라고","그만,목잡","공포,분노",https://jjalbang.today/files/jjalbox/2015/03/90_55169e81de14d_2531.jpg,,,,,,,,
"팝콘,영화관,드라마",빡,놀람,https://jjalbang.today/files/jjalbox/2015/03/85_55169b4c7c2b5_2827.jpg,,,,,,,,
"황해,김윤석,전화,영화",,중립,https://jjalbang.today/files/jjalbox/2018/02/20180202_5a7346b2cad7b.jpg,,,,,,,,
"하정우,먹방,영화,범죄와의 전쟁,범죄,전쟁,회,소주,초밥",,,https://jjalbang.today/files/jjalbox/2015/03/108_55169bd53c7d9_2764.gif,,,,,,,,
"좌절,머리,영화,강동원",쥐,,https://jjalbang.today/files/jjalbox/2015/03/92_55169f21f2da3_1816.jpg,,,,,,,,
"바람,영화,고딩,일진,안대","그러면,그렇게",,https://jjalbang.today/files/jjalbox/2015/04/20150430_5542293aa5f1e.jpg,,,,,,,,
"영화,친구,아버지,건달",뭐하,,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc128edbab1.gif,,,,,,,,
"눈물,이병헌,영화,악마를 보았다,악마를보았다,울음",,"슬픔,분노",https://jjalbang.today/files/jjalbox/2018/09/20180927_5bac4e7aca861.gif,,,,,,,,
"게이,영화,솔로",,,https://jjalbang.today/files/jjalbox/2015/03/95_55169fc17bbe7_1923.jpg,,,,,,,,
"이병헌,김영철,달콤한 인생,모욕감,명대사",,,https://jjalbang.today/files/jjalbox/2015/03/87_55169d619cbd7_1281.jpg,,,,,,,,
"화,발차기,송강호,영화,살인의 추억,살인의추억,강간","닥치,그만",분노,https://jjalbang.today/files/jjalbox/2016/07/20160711_5783717085df3.gif,,,,,,,,
"지랄,영화,모건 프리먼,모건,프리먼",,중립,https://jjalbang.today/files/jjalbox/2015/03/90_55169c2676144_2675.jpg,,,,,,,,
"밥,살인의 추억,살인의추억,영화,송강호","먹,다니",,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc12e999567.gif,,,,,,,,
"김부선,영화,권상우,분식집","하,싶,다하",,https://jjalbang.today/files/jjalbox/2018/06/20180604_5b1512e41c0fe.png,,,,,,,,
"방탄유리,방탄,아저씨,영화",,혐오,https://jjalbang.today/files/jjalbox/2015/03/102_55169bee2f51f_2742.jpg,,,,,,,,
"가즈아,영화,바람",,,https://jjalbang.today/files/jjalbox/2017/12/20171215_5a33693e35269.jpg,,,,,,,,
"영화,짜증,욕,개새끼,ㄱㅅㄲ",,,https://jjalbang.today/files/jjalbox/2015/04/20150430_554224d57c540.jpg,,,,,,,,
"싸움,하이킥,한방,발차기,격투기,영화,이병헌",꺼지,,https://jjalbang.today/files/jjalbox/2018/06/20180622_5b2cfe2a65a46.gif,,,,,,,,
"하정우,먹방,소시지,편의점,황해,영화",먹,,https://jjalbang.today/files/jjalbox/2015/03/108_55169bcfd8bd2_2773.gif,,,,,,,,
"공포,미저리,영화,스토킹,해머,뼈","무섭,끔직",분고,https://jjalbang.today/files/jjalbox/2016/08/20160824_57bd20461975e.gif,,,,,,,,
"뒷통수,해바라기,영화,화상","맞,죽",,https://jjalbang.today/files/jjalbox/2018/01/20180103_5a4cbed520f86.gif,,,,,,,,
"영화,사실",,중립,https://jjalbang.today/files/jjalbox/2015/04/20150423_5538966b4734d.jpg,,,,,,,,
"스미스,매트릭스,영화,바이러스,질병,암,인간",,,https://jjalbang.today/files/jjalbox/2017/12/20171215_5a3338fe350cb.jpg,,,,,,,,
"사랑,영화,봄날은 간다,유지태,명대사","어떻게,변하",,https://jjalbang.today/files/jjalbox/2016/08/20160823_57bc13f70f91a.gif,,,,,,,,
"영화,남자",힘들,,https://jjalbang.today/files/jjalbox/2015/04/20150406_5521e8a62e498.jpg,,,,,,,,
"한가위,추석,인사,인사말,명절,0칼로리,다이어트,",맛있,,https://jjalbang.today/files/jjalbox/2018/09/20180923_5ba6c68adfefd.jpg,,,,,,,,
"원빈,아저씨,영화,권총,총",쏘,,https://jjalbang.today/files/jjalbox/2018/06/20180619_5b290aaaad2c0.jpg,,,,,,,,
